gene	Adipo	Bcell	CLC	Endo	LEC	Myeloid	Neural-like	normal_Stromal_SC_1	normal_Stromal_SC_10	normal_Stromal_SC_11	normal_Stromal_SC_2	normal_Stromal_SC_3	normal_Stromal_SC_4	normal_Stromal_SC_5	normal_Stromal_SC_6	normal_Stromal_SC_7	normal_Stromal_SC_8	normal_Stromal_SC_9	Plasma	Tcell	tumor_Stromal_SC_1	tumor_Stromal_SC_2	tumor_Stromal_SC_3	tumor_Stromal_SC_4	tumor_Stromal_SC_5	tumor_Stromal_SC_6	ZF	ZG	ZR
MCAM	1.6918002728725616	-0.49197955908542146	-0.28201239467671774	0.015496244618164285	-0.577627894711062	-0.5141789781887589	-0.3121959975706144	-0.5170698237100099	-0.45571265085606444	3.862939290975257	-0.5566886809637345	-0.526834077370492	-0.45356568224107585	-0.5441050323526835	-0.5635822357643135	-0.4277197068996896	-0.46956387809299416	0.3150699180089474	-0.4775385613878542	-0.4468350002479556	-0.45777372188054705	0.8481273861029658	0.13621804171219767	2.182360805006325	0.27494080284448164	0.06751667741139787	-0.38041965864501104	-0.398905609697086	-0.5401602952102139
TAGLN	-0.44486921570031246	-0.7198294152478742	-0.7838462762055864	-0.8524504617786801	-0.742566643252585	-0.670706596762011	-0.8801771238384807	-0.23704374987056148	0.08528741740104376	2.733250139851625	1.8429688692213986	0.6933871847395522	2.2604766869497066	-0.4471078069301809	0.20363711904473203	0.6616003942485349	-0.21532437837467802	0.2541296246918805	-0.9229615537049474	-0.8386926001415532	-0.44475578154807305	0.2781340572257706	0.07438304672138857	1.6650330743491106	0.25570725759958957	-0.30403448215082796	-0.8362849445463448	-0.8421872829261988	-0.825156559065435
EMILIN3	-0.5534222584841652	-0.5495974122765079	-0.22355208777335125	-0.3835242186088092	-0.6671980225001404	-0.529559028035848	-0.050982870359162255	0.3207743149621997	-0.01536749944743974	0.17471055227432084	-0.28563472862851425	4.374604151907346	-0.22399748565321162	1.053263861941405	0.1379950335538087	1.852283192786036	0.06395478333657745	-0.23590420543757445	-0.6671980225001404	-0.5839563691020403	-0.6301900340766653	-0.6671980225001404	0.03765661875236792	0.17333608347331816	-0.20312564392617724	-0.40871625995622235	-0.46842240134863816	-0.379142724697151	-0.46188929767548187
POSTN	-0.5073054877453383	-0.4537433408358862	-0.27907503573273446	-0.03514784417517329	-0.49221461050226123	-0.4998782053404525	-0.21844859732093644	-0.3336174622398917	-0.6004703108672369	-0.2763838113180224	-0.38595232696584314	3.654919620541597	-0.5361427560005848	-0.5302585370202053	-0.3855762492881856	2.240467703242524	0.6488526306261017	-0.25495819188192703	-0.5427245739616887	-0.5105382235056638	-0.2759017181178889	0.8973978440773199	-0.21378047325290414	2.0395350002180908	-0.2840961207703524	-0.28020211084766056	-0.5228805021645581	-0.5129361760565387	-0.548940132793698
ICAM1	-0.7971751217914702	-0.4623663229203103	0.2765378388556241	1.0254997463401863	-0.5349284260977365	1.4358016054976859	0.2856883521863767	0.9633592939617898	-0.7482394418166426	-0.8710512430227988	2.4367816450347477	-0.497782653934811	3.0404581205904413	-0.048898534906181124	1.2549521638626326	-0.4300301850938756	-0.5443328025927805	-0.6360416537255543	0.03930456695395762	-0.5364719966933195	-0.8769951469343235	-0.40426463281457553	-0.17147127911861196	-0.11909114159732236	-0.38639023180607357	-0.2679034682553766	-0.7426163510134123	-0.8277473388183441	-0.8545853603299187
KLF5	-0.4208132161219459	-0.4077260082223419	-0.17339874532757754	-0.39143186765816784	-0.3694004840297478	-0.3915537390799743	-0.2823885357241353	-0.04822560888892862	-0.23210325637365134	-0.24498308810173236	0.2780324696676008	3.4146550460302447	-0.09036486182894671	-0.05976124837035778	-0.245443133072073	3.658513679763036	0.3431399845640702	-0.08024647547600468	-0.38589081561700644	-0.4051297348304719	-0.3972608308340089	-0.3651797176021336	-0.437428489737986	-0.4274961917307983	-0.39823723383518667	-0.256594308419678	-0.3957014988495383	-0.38552740708896766	-0.4020546832035911
NT5E	-0.691502933278463	0.9923901713429979	0.2585970189197687	1.3291635529101855	2.082486888612191	-0.6105160870664113	0.17179541911832047	-0.6784376249069102	-0.6949440477874225	-0.5735345630191063	-0.4591541876922426	1.8391903000195835	-0.8156173171269638	-0.3679246687717213	-0.7282691634687043	2.6611021967398383	1.4633165563240758	-0.7444288093674654	-0.7409110795021396	-0.3236533960772057	-0.645468537805686	-0.4881050443582076	-0.8344765578673798	0.7817052144673077	0.04365451086591635	-0.24904986024513256	-0.672112040235063	-0.7133325175691624	-0.5919633931747987
MFAP5	-0.4233542695669917	-0.3259981739528239	-0.04815872426141757	-0.33206502719137204	-0.31858067313709265	-0.3593330850498076	-0.03203481296042343	-0.2227793083130444	-0.3048807770619445	-0.20507198311778968	-0.402425345135475	1.643173866258241	-0.41059374703130086	-0.2032980169153467	-0.3398640617168312	2.983772456098555	3.6579353041882032	-0.4213003052082852	-0.411995990360246	-0.3892743275468442	-0.469198591622106	-0.43854769544648775	-0.4361523171737498	-0.3805666474216687	-0.338438539500335	-0.04613741340475535	-0.34359753242607155	-0.31075756116026	-0.37047669986252796
RGS5	-0.43490154280014176	-0.29238613648668155	0.2608917069315183	-0.397030633263416	-0.32675282932060035	-0.40463944475732416	-0.16417834598091294	0.1317862455210712	-0.4044602019201006	2.4232256616285457	-0.10118223916544546	-0.24435609889397827	-0.1859598951379664	-0.280363878092309	0.10495550343289345	-0.36467778093853936	-0.45430389185029374	4.389012798554739	-0.395946823173187	-0.41170770361578635	-0.478996265336644	-0.2947588092911256	-0.5348209282101315	-0.5061340405476957	-0.22545194552831294	-0.16028046817389383	-0.09488693826285223	-0.2635257394356766	0.11183066411424888
NES	-0.6307850590432167	-0.632189318070488	-0.558875830334991	0.8521885335395152	-0.3204230233526266	-0.5852223837862112	-0.577396422792086	1.6427010165380922	0.22484408252643895	1.6384681976870932	0.22401433877554522	-0.5096370829171201	-0.019158491689395905	0.1918689667016602	1.0495675014073025	-0.5463948166804511	-0.23327551065448865	3.8860578972643003	-0.5417190833699009	-0.6173845836683732	-0.6148450036983947	-0.34002136818209977	-0.6247373180907314	0.26750139118035643	-0.3516551050877621	-0.6106932316737144	-0.5484328311275622	-0.5465982680748447	-0.5677671933258458
PDGFRB	-0.7858915231405693	-0.9691556916005227	-0.8241762214877041	-1.0022192787797435	-0.9377268522091653	-0.9886774649151182	-0.9011578441048791	1.6597718008135312	1.259454657765105	0.9187592738322854	0.739862318168162	-0.00560057139421227	0.28149861528510994	0.7478899910210763	1.1478946924345619	-0.300316819554167	0.06492437788585942	2.4974088791498517	-1.0046135960175528	-1.0004156167992544	0.09390129631761143	0.390025029137345	-0.45627153241667573	1.5275038303657895	0.6097298590939453	0.20862143877735487	-0.9913581273131206	-0.9968265072782884	-0.9828384130366166
MZB1	-0.16122068106157803	0.4401202491510222	-0.1932882167934554	-0.22604118156663972	-0.24999946807566445	-0.19410783354793582	-0.06967042950104176	-0.23560603095230423	-0.2233973634980714	-0.22269933589091997	-0.24747696172283362	-0.2489967817987218	-0.22897282555886367	-0.23349489618892744	-0.2334016710333877	-0.23676179508142525	-0.24999946807566445	-0.24221450255051546	5.1572009097391165	-0.1553843256987624	-0.14186975180041245	-0.18080072022215019	-0.16937971479564382	-0.1611587566906462	-0.19107337628870538	-0.1827409751497502	-0.24017222889667386	-0.23478081717883417	-0.2426110492706107
SDC1	-0.32123652579993905	-0.2958698652297547	0.136938251982726	-0.22659434557454428	-0.14568506856038188	-0.25778149119784965	-0.08826023845152027	-0.22746427160329308	-0.3430812320445821	-0.25804820017837515	-0.21022428539569366	-0.22473695780269662	-0.2826878720954643	-0.304093457431292	-0.18498730175393172	-0.2504458204721835	-0.33828195961650115	-0.16448593004024084	5.134217560478723	-0.30206601326805255	-0.26568441393452324	-0.2854439479052137	-0.1542592334932631	0.012765601165010562	-0.09041086012903882	-0.32887734432516	0.013427254481981387	-0.12440186366643924	0.37775983186149475
IGHG1	0.42177733623910474	0.6596352007752384	-0.43264106776943184	-0.34019233328676857	-0.44461840719175744	-0.09942364807446111	0.5156921638071019	-0.4437621814789188	-0.4355609926837356	-0.4298861393964256	-0.44774410948058746	-0.4323375088261116	-0.4255142030501623	-0.436818597560152	-0.4479016699342273	-0.44606443134402696	-0.43740419107359135	-0.43803504551078204	4.812810079971134	-0.0689620239633186	-0.1457742467081963	0.40449367757568855	0.7374141760922014	0.1208827680383241	-0.005395338238402186	0.010904023221604052	-0.44133859145712756	-0.4366624045601525	-0.44757229413206023
IGHA1	0.6431272172470465	1.3352577065633089	-0.5719744775020981	-0.4131175554265253	-0.5793950534527376	-0.026021010528642568	0.9523968464425474	-0.5770060572218718	-0.5619514443538312	-0.5043053038362649	-0.5741116068656696	-0.5596116838953366	-0.5517492322724046	-0.5725913456458384	-0.5878467220218467	-0.5831963668686868	-0.5878467220218467	-0.560542935287787	4.158780348307948	0.05941463758048308	0.16830129007919617	0.9630715259819493	1.1283845442123503	0.1033622232055853	-0.051030767873127374	0.0750252883874191	-0.5754643387145091	-0.5742147397307383	-0.5751442644880724
CD38	-0.5869384358451429	-0.23646793612065645	-0.2584998190371969	-0.07119395625352037	-0.3560725398596461	0.5810660576159932	-0.09476494745845558	1.2797494577719923	-0.5844151550267958	-0.6736530106398456	1.4627179749464112	-0.5736161687204082	0.5632547354228822	0.10974165025053302	0.5813569705155333	-0.5674254415471388	-0.45117514209016285	1.4036368332593903	3.980143717053277	-0.39320991904287855	-0.6584893284988623	-0.5531510289044068	-0.5464294362270136	-0.5868515125793395	-0.5433017915428353	-0.3165409211036384	-0.6303534238037094	-0.6461445607718065	-0.6329729217625517
CD3D	-0.16291279647037651	0.3607226564038465	-0.14432239752677514	-0.38323646551958807	-0.46662056623738046	-0.10302256323370831	0.5615030936109406	-0.45283664583642347	-0.46662056623738046	-0.46662056623738046	-0.4555080091739793	-0.46662056623738046	-0.4241216496345074	-0.46662056623738046	-0.4381385310566167	-0.4026214950079331	-0.3944321836625102	-0.46662056623738046	0.3171608830417314	4.868700582861489	-0.0202300260431591	0.4054028842048555	-0.10251238742177118	0.4444615485032054	0.338917721061484	0.28891409930379075	-0.432320804549065	-0.44008761068782293	-0.4297565057428247
CD3E	0.11873410752820836	0.44514309840835775	-0.28965825740733886	-0.30216670782956223	-0.47303739030465514	-0.0427954695681757	0.9709526530097167	-0.43522826689919214	-0.47303739030465514	-0.47303739030465514	-0.4033046639414182	-0.47303739030465514	-0.43134817676236625	-0.45416213715850084	-0.3776580635431256	-0.47303739030465514	-0.47303739030465514	-0.3978151911434877	-0.04492051057452201	4.785528632495031	-0.023937588558973367	-0.23581552560668798	-0.134868595003687	0.329110646983787	0.4721014068764747	0.6187991152089145	-0.44332254999956205	-0.44687802876106525	-0.4382655859248943
CD3G	-0.07652987717918143	0.3530368086482807	0.09328949323671473	-0.32052309492398257	-0.5049537122110269	-0.11065753019025162	1.027180193609219	-0.4426933304850236	-0.5049537122110269	-0.5049537122110269	-0.45971714717373446	-0.41660708511435884	-0.4490728433747935	-0.4756763756829088	-0.42687926710064855	-0.5049537122110269	-0.4244441833576527	-0.4065672691920892	0.1549742035539264	4.740919214773787	-0.23330418872198722	-0.29719306453446476	-0.019678920358463452	0.673460095512194	0.5404162280537619	0.35723610423463353	-0.45812551841787774	-0.4551092954805108	-0.4479185014904798
TRBC1	0.023232603467067372	0.15396751384253843	-0.5069429457743007	-0.35673183752213566	-0.27950236576256343	-0.10520166942358816	1.0964437310457489	-0.48402649891904914	-0.5069429457743007	-0.5069429457743007	-0.4098340239989531	-0.43853272215452543	-0.41335183989834423	-0.5069429457743007	-0.5069429457743007	-0.5069429457743007	-0.5069429457743007	-0.5069429457743007	0.21053426338983763	4.668644431244856	-0.08294225730430595	0.07521061079086074	-0.06001211722154171	0.6746163487201176	0.519569599183176	0.6895591859611172	-0.4661317713366377	-0.4953289368466173	-0.4646386810626534
TRBC2	0.11042548899688909	1.0555837090283682	-0.4220238358806763	-0.3732578514132074	-0.5449090740783292	-0.05324025002013581	0.8796054343128561	-0.5047380580553483	-0.3438521942660453	-0.5449090740783292	-0.4625806005985926	-0.5013793040065715	-0.466086875072048	-0.5327154489515311	-0.4775989237514687	-0.5222551328948726	-0.5192794689391597	-0.5449090740783292	0.18650229842973695	4.529502447790203	-0.00158174151388093	-0.10126934445792654	0.020107669108175075	1.1088752647181503	0.06949418790870925	0.46903410066099477	-0.5052184801751713	-0.5091777631091979	-0.4981481056132609
CD8A	-0.017967119894052308	0.4105658814887478	0.6519904805422033	-0.33421776306351325	-0.4296945753658361	-0.039683183001116805	1.5737111852661174	-0.5384538268181027	-0.6277909266839925	-0.6277909266839925	-0.542303171487293	-0.48343714427581047	-0.5061309708804335	-0.5789868135417092	-0.49057577435689564	-0.44355641313602434	-0.5747748628101628	-0.5565674035777403	-0.03710825366851104	4.468031611878944	-0.017263633128015012	0.04322653137620598	-0.16053243129586456	0.6093914514765668	0.2601063220642206	0.455843766556254	-0.48132263114528373	-0.4736309908559808	-0.5110784149789301
S100A4	-0.25428183281616806	1.3548811546948125	-0.2648130728330148	-0.6408379816716104	-0.4220866813382508	0.9532479536775529	0.9464137131267082	-0.7541135037439579	-1.0858914986920194	0.36112010424765517	-0.6442182225607338	-0.5397008280703832	-0.7492474248701199	-0.9029310370666745	-0.4779850294995747	-0.6274640905118974	0.5357484111661972	-1.0858914986920194	0.19362353541050004	3.072030825748059	-0.2039133504701896	-0.13210498559541084	-0.357526467886	1.7792263550560266	0.18821972332289055	1.8168975983380236	-0.6956211646555805	-0.7533009225016526	-0.6094797813131648
TPSB2	0.04527847111791118	0.31807711066292965	-0.3906966416203368	-0.6224828583518724	-0.6978924800098859	1.417348956126576	0.35735698834710544	-0.5555927266367398	-0.6978924800098859	-0.6978924800098859	-0.5150798851518336	-0.42876076779739575	-0.6978924800098859	-0.38582235262601583	-0.6978924800098859	-0.12366097422200382	0.21551399647115504	-0.6978924800098859	-0.12828847898846527	0.25154811136921745	1.451892723987754	0.8213736760918603	4.074604063490832	-0.6978924800098859	0.5437820857225075	0.27516942737635075	-0.5520455428317717	-0.5979781260304214	-0.5862898964381398
THY1	-0.42177639615375717	-0.3988882800496497	-0.30293528204002607	0.19484077282921614	-0.4807678226468006	-0.42157136731456557	-0.3231938054362233	-0.2899532377281991	-0.27067777329093395	-0.3288700503771242	-0.32060817659045543	-0.4069664471289103	-0.4568785434005295	-0.3644308561807155	-0.3023321817295753	-0.07711527308161184	0.3179913017237536	0.1463896553944582	-0.410182062568701	-0.40451047548145236	0.7975831616672809	0.6839230424416626	0.5366867490996404	4.851509098718822	0.051189107052865133	-0.27082678823149187	-0.446859404610959	-0.4482406158721078	-0.43252804901390796
COL1A1	-0.5390660301998004	-0.4254057048320311	-0.6860733940416466	-0.700650043407782	-0.711836307546939	-0.5970553473569822	-0.2776273306769876	-0.04964797842212919	-0.10162176254683068	-0.34412253916466	0.10102845881917438	-0.10665255375650773	-0.4330095748821186	-0.36426894723467257	-0.09602876157620222	0.3188726028652232	0.7023574540340332	-0.09714884078914787	-0.59727190495220706	-0.5282505275036744	1.150768137986723	1.1378556189935494	-0.07167492939926091	4.338892479123052	0.8296689668400843	0.362297717986233	-0.7343652416358687	-0.7394988118473261	-0.7404649048752966
COL3A1	-0.5313670833765516	-0.6779738536334575	-0.8109945156683633	-0.7710424780034159	-0.8069638405606351	-0.7721491018505571	-0.6328194456321065	0.2636651069539052	0.12506116031517037	-0.2466528461130665	0.5071895170815139	-0.2516985759085682	-0.20100886222883646	0.06863312722269416	0.39390147105876155	-0.019306197144854178	0.6658994089220622	0.32234649928553566	-0.7666920282179653	-0.7330551030801151	0.808548786690714	0.6498414374490559	-0.1950729918184287	4.020624418640752	1.5330848287690833	0.5556854441416303	-0.8287230542698377	-0.8369022934603936	-0.8320589355637232
COL1A2	-0.6915601663075527	-0.6436569350702754	-0.850050727548449	-0.8529609840983712	-0.8653797017528344	-0.7898914090849665	-0.6131768731956475	-0.03523653300269973	-0.06224502135077296	-0.49704210018329986	0.3847528959748816	-0.0821516024866635	-0.1957113743275674	-0.015593308869068864	0.3492713009711634	0.2702029055202609	1.0264954155845727	-0.038809056656744036	-0.7612496619938295	-0.737121202608717	1.1441539251792683	0.956538218107582	0.490101689541059	3.722357337902024	1.4374492948476008	0.601180525657595	-0.8803995623124303	-0.8913958015980317	-0.8788714868380846
CD68	-0.6324404835928789	0.5132635086222196	0.09718496764415761	-0.34944308812120306	-0.2269841950898422	2.8558737362059152	0.4903862200763199	-0.2934151741187946	-0.9171405108185365	-0.5561720484432582	-0.3009512745740132	-0.29711994314188284	-0.33531135144008484	-0.5930187019242861	-0.26699390157656533	-0.4157910173536579	-0.17524935765975222	-0.7076061661179244	-0.5189386380771436	-0.1147811408067424	-0.38829098855217153	-0.7308296921765147	-1.1275811758800531	2.8680036547897347	1.1690563571577415	1.9765916110103778	-0.3321867181488126	-0.4333082057900548	-0.2568062821022946
LUM	-0.7442295631568234	-0.7451946362365397	-0.40462537180666774	-0.6344738354212252	-0.5190020457422896	-0.6716321970362857	-0.7265490510324858	1.27584051347362	0.5188970161911122	-0.5161733949244101	1.469907781298965	-0.2622837414489965	1.1266281939460052	0.8810028234378646	2.6000690464686116	-0.3120188789860133	0.36361288719508406	-0.0800320967690238	-0.7529218723732779	-0.7501778067556155	-0.02147463311023612	-0.5241882289784209	-0.6941623207831196	2.8615911597867227	-0.3256963482714175	-0.5520858720339936	-0.6099971522487181	-0.6483537996522061	-0.6022765750302203
MGP	-1.1047640245963144	-1.0833977668193604	-0.34091488163419614	0.0637028777375883	-0.45445072421883886	-0.8378886797041967	-1.0712696680535574	0.10952379554814348	0.5113350396971288	0.575257860645123	1.0774384244394313	1.378784685858997	0.5795458872467182	-0.06510051716711783	0.9619531944698224	1.6845598547643235	2.10064445033134	0.6696292277020487	-1.1124478077093252	-1.0546912741897252	-0.6420785433357614	-0.7409696969791706	-0.9922825394747737	2.269106789957762	-0.3431414010919724	-0.7525959088470626	-0.4813317752038541	-0.5732853468482602	-0.330871532524938
TNC	-0.3996243801495045	-0.2783199990777862	-0.2814028291583437	-0.46485726020228224	-0.5263570805086724	-0.40920061325943263	-0.14168830585375128	-0.3253511346459276	-0.5264617338367911	0.14566383536911756	-0.23800236388051904	-0.4088513160221162	-0.4134061707489486	-0.42558572970316116	-0.16625378461315612	-0.4530689771692969	-0.4701317037808347	-0.38842041757937806	-0.4276249602328742	-0.3868447713560824	-0.10091644178014762	-0.2526553673460177	0.43413977162337064	2.514143964128764	2.975458483889397	2.9732316744280904	-0.5169501645647945	-0.520474473981618	-0.5201877499873019
STRIP1	-0.9771213484898543	1.4692376731865253	-0.7499320341044909	-0.4445383185354895	-0.46264462472695866	-0.2205668650356403	-1.1640976767994864	-0.18248208002372832	-1.7568564066681156	0.014009870016374742	-0.4232666453098951	-1.0056072874713067	0.6124698325515372	0.5135964002327723	-0.08561994582302022	-0.1761126908669702	-1.0312394369385842	-0.3818999234012932	-0.9234471310670557	0.32510315396239686	-1.1404377428481964	0.8951755996913983	-0.3647967337396441	0.8163797035766379	2.818855370894081	1.4524293302013085	1.2117588045628824	0.7022603740441672	0.6593907789296485
CYP11B2	-0.4603490672962754	-0.45902261657465665	0.04484857125442355	-0.10153961110004066	0.0906305280292995	-0.3038314621883556	-0.4476415791851324	0.22238354680475153	-0.16857273360084793	-0.19406889438667244	-0.255060309132115	-0.0011318052521712572	-0.25351152008495786	0.2648951807770396	-0.2722163892240839	-0.12709031220349468	0.3633721213091525	-0.03866281332808536	-0.4324182674096291	-0.43798875724134334	-0.46314061391949074	-0.46314061391949074	-0.46314061391949074	-0.46314061391949074	-0.46314061391949074	-0.46314061391949074	0.40651261508905523	4.976183480778056	0.36312377768302834
VSNL1	-0.5867606876486828	-0.49259482170240826	0.392724403572616	-0.14057276605035454	-0.024024389446609305	-0.320112770933845	-0.14084328368722418	0.07507695596801986	0.14044452659158846	-0.21038848512676986	-0.18461578024062528	0.1386475909711986	-0.18722005794656504	0.1862546649728223	-0.27240184929775585	0.1779586725490098	0.1315390886849174	-0.12722075024354942	-0.5584743826078356	-0.5205546609992402	-0.6250982186610021	-0.5653412838579687	-0.5783872590412399	-0.5645733128141861	-0.5445355043730142	-0.36865530411678116	1.1115250337445781	4.811067004192188	-0.15286237245128032
NCAM1	-0.9269729431719543	-0.8529488521980184	0.9678495902231992	-0.23306759801428165	0.35960052132972503	-0.4245870560435463	-0.29578609579632426	0.036234222805323214	0.2644493552388126	0.8063337612704874	-0.05039758719646577	0.07561567900176303	-0.03874423321258419	0.2763862182926564	-0.09285809963165462	0.30665369969297407	0.341870015888683	-0.0756323437994006	-0.8237754696775346	-0.6746565490941607	-0.9574172489965295	-0.9027643528731158	-0.9710555004217619	-0.9369992587993434	-0.8674442771662627	-0.5683734171114039	2.9106051970247857	3.115232775261545	0.23264984717438725
DACH1	-0.9568308438054397	-0.885972548779746	0.19902529827968127	-0.29887154540191063	-0.3240366803316291	-0.6198620545868587	-0.5423405031137292	1.0332747448910016	0.3540990375064836	0.3315114624482092	0.18609716217755487	0.08576926009825671	0.51828165594162	1.6619838797795312	1.1721575565425957	0.2490012766173537	-0.015906574190531438	2.306238389922241	-0.9299071042605945	-0.8543134801729695	-0.9853949153518049	-0.9729202387345387	-0.9870176475649055	-0.9682706948891698	-0.9419329128927408	-0.6766015292412134	0.6697374650836423	2.618742304966914	-0.42574022093730496
CYP11A1	-0.9049893774991596	-0.9212692019485891	1.1719746534825504	0.024054861735763062	0.15674584412718276	-0.28554242193206697	-0.8413724666975801	0.15026536202735044	0.14839251784797905	0.04551245512741346	0.44711723298263484	0.28014458925301305	0.20118325362347547	0.03554603716631853	0.6450248761506381	-0.011047028677584165	-0.006775321298796605	0.20102922276721544	-0.8762690512526631	-0.7904271800322705	-0.9236933804683749	-0.9167221972617413	-0.9374841008423405	-0.913339052354411	-0.8720570909973504	-0.8254511327589559	2.0075604500258724	1.0578814264439576	3.4540062212605207
ABCB1	-0.8320153855940369	-0.6480991380956265	1.0347168111348937	-0.0668578217581407	0.335807816948005	-0.4062120668165035	-0.2906585657869588	-0.07729729323567942	-0.2119787609816248	-0.12400834498862691	0.09847424020482978	-0.02814321373787231	0.08793186868282575	-0.07367654353556734	-0.0388731615190364	-0.2650606327259799	-0.10563981164932815	0.1345804000999342	-0.781449921398135	-0.3651905798940359	-0.8980614963140675	-0.8538822559109681	-0.8921455131796556	-0.8349145294372327	-0.8629669268421172	-0.5726452518806893	2.3505643506212257	1.7474470159554663	3.440254711634705
SULT2A1	-0.9927720002541467	-0.9678780960072791	1.5640670125081788	-0.03909676052068994	0.41995108516851265	-0.4258588354703894	-0.7120303926930119	0.4096541221421781	0.5935264280678345	0.3508492619623938	0.06549623464209844	0.3023907024899659	-0.038714215202047854	0.24972971838489638	0.13388785294371267	0.5055735337312594	0.5507022728979662	0.16075473266794763	-0.8662967176403134	-0.8523475181476946	-1.0423032303448665	-1.049629744364312	-1.0111669277727466	-0.9669999259741271	-1.001278355805084	-0.9217482744853752	0.9203606866452907	1.2878774122285108	3.3732999382013418
NR5A1	-0.7062873455634268	-0.7026275978320123	0.6581088793920471	-0.0322907463815408	0.0017931134512291468	-0.25188017913332555	-0.6174463859982042	-0.12680742342763862	-0.3820768803719799	-0.20525611884595893	0.24061478100184105	0.05495334541089789	0.028371799855786348	-0.23581468435017292	0.31451179486428	-0.3471338803550351	-0.42582913474646805	0.1386585224936313	-0.615076390304169	-0.600404227615605	-0.7211517258841278	-0.7068947466639406	-0.6830383848150392	-0.7211517258841278	-0.6996377628298397	-0.6539645600792586	2.841062983652086	2.155605842472308	3.001088838487763
CYP11B1	-1.0530075345973957	-1.0708471785517282	0.9676553050725918	0.1422080056815622	0.5974486518702383	-0.2909109235189661	-1.0632297554617527	0.2953908361621942	0.27133444609674096	0.43173740656315995	0.7396536048096338	0.4273000195077475	0.6440786538672326	0.14634666145439323	0.5961138809636637	0.12800488049817152	0.1994333216018978	0.3759476684879393	-0.9437924834186876	-0.886355219786123	-1.0718971839380482	-1.0718971839380482	-1.0718971839380482	-1.0718971839380482	-1.065661701221844	-1.0718971839380482	2.2955933210886115	0.9358789947163326	2.539165057804624
